step,epoch,train_loss
264,6681,45.6
265,6681,43.5
266,6681,43.5
267,6681,44.6
268,6681,44.6
269,6681,42.3
270,6681,42.3
271,6681,42.1
272,6681,42.1
273,6681,44.1
274,6681,44.1
275,6681,43.0
276,6681,43.0
277,6681,43.7
278,6681,43.7
279,6681,43.1
280,6681,43.1
281,6681,44.1
282,6681,44.1
283,6681,42.9
284,6681,42.9
285,6681,42.9
286,6681,42.9
287,6681,44.2
288,6681,44.2
289,6681,45.4
290,6681,45.4
291,6681,45.0
292,6681,45.0
293,6681,44.5
294,6681,44.5
295,6681,42.9
296,6681,42.9
297,6681,43.7
298,6681,43.7
299,6681,41.7
300,6681,41.7
301,6681,42.8
302,6681,42.8
303,6681,44.4
304,6681,44.4
305,6681,43.4
306,6681,43.4
307,6681,43.8
308,6681,43.8
309,6681,43.6
310,6681,43.6
311,6681,45.5
312,6681,45.5
313,6681,43.6
314,6681,43.6
315,6681,43.0
316,6681,43.0
317,6681,42.6
318,6681,42.6
319,6681,43.3
320,6681,43.3
321,6681,44.7
322,6681,44.7
323,6681,42.8
324,6681,42.8
325,6681,44.3
326,6681,44.3
327,6681,42.7
328,6681,42.7
329,6681,44.9
330,6681,44.9
331,6681,42.6
332,6681,42.6
333,6681,43.7
334,6681,43.7
335,6681,43.3
336,6681,43.3
337,6681,42.0
338,6681,42.0
339,6681,43.1
340,6681,43.1
341,6681,42.9
342,6681,42.9
343,6681,43.7
344,6681,43.7
345,6681,44.1
346,6681,44.1
347,6681,44.3
348,6681,44.3
349,6681,42.2
350,6681,42.2
351,6681,43.0
352,6681,43.0
353,6681,43.8
354,6681,43.8
355,6681,45.3
356,6681,45.3
357,6681,41.7
358,6681,41.7
359,6681,42.8
360,6681,42.8
361,6681,43.9
362,6681,43.9
363,6681,42.0
364,6681,42.0
365,6681,45.4
366,6681,45.4
367,6681,44.4
368,6681,44.4
369,6681,45.2
370,6681,45.2
371,6681,43.9
372,6681,43.9
373,6681,42.1
374,6681,42.1
375,6681,44.1
376,6681,44.1
377,6681,44.8
378,6681,44.8
379,6681,43.9
380,6681,43.9
381,6681,42.0
382,6681,42.0
383,6681,41.6
384,6681,41.6
385,6681,42.8
386,6681,42.8
387,6681,44.3
388,6681,44.3
389,6681,46.0
390,6681,46.0
391,6681,43.2
392,6681,43.2
393,6681,44.8
394,6681,44.8
395,6681,43.9
396,6681,43.9
397,6681,43.7
360,6681,43.7
400,6681,43.7
401,6682,43.7
402,6682,43.7
403,6682,42.0
404,6682,42.0
405,6682,42.3
406,6682,42.3
407,6682,43.0
408,6682,43.0
409,6682,44.5
410,6682,44.5
411,6682,42.6
412,6682,42.6
413,6682,44.1
414,6682,44.1
415,6682,42.8
416,6682,42.8
417,6682,44.0
418,6682,44.0
419,6682,43.4
420,6682,43.4
421,6682,43.3
422,6682,43.3
423,6682,42.0
424,6682,42.0
425,6682,42.2
426,6682,42.2
427,6682,41.3
428,6682,41.3
429,6682,41.6
430,6682,41.6
431,6682,41.1
432,6682,41.1
433,6682,45.0
434,6682,45.0
435,6682,41.7
436,6682,41.7
437,6682,44.4
438,6682,44.4
439,6682,43.3
440,6682,43.3
441,6682,43.7
442,6682,43.7
443,6682,42.4
444,6682,42.4
445,6682,42.7
446,6682,42.7
447,6682,42.3
448,6682,42.3
449,6682,43.6
450,6682,43.6
451,6682,41.5
452,6682,41.5
453,6682,43.2
454,6682,43.2
455,6682,43.1
456,6682,43.1
457,6682,41.8
458,6682,41.8
459,6682,43.5
460,6682,43.5
461,6682,43.2
462,6682,43.2
463,6682,44.7
464,6682,44.7
465,6682,42.9
466,6682,42.9
467,6682,43.2
468,6682,43.2
469,6682,41.9
470,6682,41.9
471,6682,41.4
472,6682,41.4
473,6682,42.8
474,6682,42.8
475,6682,42.2
476,6682,42.2
477,6682,41.8
478,6682,41.8
479,6682,42.8
480,6682,42.8
481,6682,43.2
482,6682,43.2
483,6682,41.6
484,6682,41.6
485,6682,40.3
486,6682,40.3
487,6682,42.6
488,6682,42.6
489,6682,43.4
490,6682,43.4
491,6682,43.1
492,6682,43.1
493,6682,42.6
494,6682,42.6
495,6682,42.5
496,6682,42.5
497,6682,43.4
498,6682,43.4
499,6682,42.6
500,6682,42.6
501,6682,42.2
502,6682,42.2
503,6682,43.6
504,6682,43.6
505,6682,39.8
506,6682,39.8
507,6682,43.0
508,6682,43.0
509,6682,43.8
510,6682,43.8
511,6682,43.8
512,6682,43.8
513,6682,43.5
514,6682,43.5
515,6682,42.5
516,6682,42.5
517,6682,41.4
518,6682,41.4
519,6682,41.9
520,6682,41.9
521,6682,43.0
522,6682,43.0
523,6682,42.5
524,6682,42.5
525,6682,41.5
526,6682,41.5
527,6682,44.0
528,6682,44.0
529,6682,41.5
530,6682,41.5
531,6682,44.9
532,6682,44.9
533,6682,42.4
534,6682,42.4
535,6682,43.4
536,6682,43.4
537,6682,44.1
538,6682,44.1
539,6682,42.8
540,6682,42.8
541,6682,43.5
542,6682,43.5
543,6682,43.0
544,6682,43.0
545,6682,42.2
546,6682,42.2
547,6682,42.6
548,6682,42.6
549,6682,43.0
550,6682,43.0
551,6682,45.3
552,6682,45.3
553,6682,43.6
554,6682,43.6
555,6682,43.1
556,6682,43.1
557,6682,43.0
558,6682,43.0
559,6682,45.2
560,6682,45.2
561,6682,41.7
562,6682,41.7
563,6682,44.7
564,6682,44.7
565,6682,41.1
566,6682,41.1
567,6682,43.0
568,6682,43.0
569,6682,42.4
570,6682,42.4
571,6682,42.6
572,6682,42.6
573,6682,44.6
574,6682,44.6
575,6682,42.9
576,6682,42.9
577,6682,42.5
578,6682,42.5
579,6682,41.0
580,6682,41.0
581,6682,43.7
540,6682,43.7
584,6682,43.7
585,6683,43.7
586,6683,43.7
587,6683,41.5
588,6683,41.5
589,6683,41.8
590,6683,41.8
591,6683,41.6
592,6683,41.6
593,6683,42.3
594,6683,42.3
595,6683,44.5
596,6683,44.5
597,6683,43.1
598,6683,43.1
599,6683,41.0
600,6683,41.0
601,6683,43.3
602,6683,43.3
603,6683,42.8
604,6683,42.8
605,6683,43.1
606,6683,43.1
607,6683,41.4
608,6683,41.4
609,6683,43.3
610,6683,43.3
611,6683,42.9
612,6683,42.9
613,6683,42.8
614,6683,42.8
615,6683,41.5
616,6683,41.5
617,6683,41.1
618,6683,41.1
619,6683,43.2
620,6683,43.2
621,6683,42.6
622,6683,42.6
623,6683,42.2
624,6683,42.2
625,6683,41.8
626,6683,41.8
627,6683,42.9
628,6683,42.9
629,6683,41.2
630,6683,41.2
631,6683,41.8
632,6683,41.8
633,6683,42.8
634,6683,42.8
635,6683,41.0
636,6683,41.0
637,6683,40.9
638,6683,40.9
639,6683,41.7
640,6683,41.7
641,6683,41.9
642,6683,41.9
643,6683,41.8
644,6683,41.8
645,6683,42.7
646,6683,42.7
647,6683,42.3
648,6683,42.3
649,6683,43.3
650,6683,43.3
651,6683,42.8
652,6683,42.8
653,6683,43.8
654,6683,43.8
655,6683,42.0
656,6683,42.0
657,6683,44.2
658,6683,44.2
659,6683,41.9
660,6683,41.9
661,6683,39.3
662,6683,39.3
663,6683,41.2
664,6683,41.2
665,6683,42.6
666,6683,42.6
667,6683,39.9
668,6683,39.9
669,6683,41.6
670,6683,41.6
671,6683,43.7
672,6683,43.7
673,6683,42.6
674,6683,42.6
675,6683,42.4
676,6683,42.4
677,6683,41.5
678,6683,41.5
679,6683,42.6
680,6683,42.6
681,6683,43.3
682,6683,43.3
683,6683,40.7
684,6683,40.7
685,6683,41.2
686,6683,41.2
687,6683,42.2
688,6683,42.2
689,6683,42.0
690,6683,42.0
691,6683,41.3
692,6683,41.3
693,6683,41.5
694,6683,41.5
695,6683,42.0
696,6683,42.0
697,6683,42.9
698,6683,42.9
699,6683,41.6
700,6683,41.6
701,6683,41.3
702,6683,41.3
703,6683,41.4
704,6683,41.4
705,6683,41.6
706,6683,41.6
707,6683,42.6
708,6683,42.6
709,6683,42.8
710,6683,42.8
711,6683,42.3
712,6683,42.3
713,6683,43.0
714,6683,43.0
715,6683,42.4
716,6683,42.4
717,6683,42.8
718,6683,42.8
719,6683,41.7
720,6683,41.7
721,6683,41.8
722,6683,41.8
723,6683,40.7
724,6683,40.7
725,6683,42.6
726,6683,42.6
727,6683,41.7
728,6683,41.7
729,6683,43.9
730,6683,43.9
731,6683,41.2
732,6683,41.2
733,6683,41.0
734,6683,41.0
735,6683,43.5
736,6683,43.5
737,6683,42.1
738,6683,42.1
739,6683,43.1
740,6683,43.1
741,6683,41.8
742,6683,41.8
743,6683,41.7
744,6683,41.7
745,6683,42.2
746,6683,42.2
747,6683,42.1
748,6683,42.1
749,6683,42.3
750,6683,42.3
751,6683,43.5
752,6683,43.5
753,6683,41.5
754,6683,41.5
755,6683,43.6
756,6683,43.6
757,6683,43.3
758,6683,43.3
759,6683,41.9
760,6683,41.9
761,6683,42.3
762,6683,42.3
763,6683,42.4
764,6683,42.4
765,6683,49.2
720,6683,49.2
768,6683,49.2
769,6684,49.2
770,6684,49.2
771,6684,42.6
772,6684,42.6
773,6684,41.6
774,6684,41.6
775,6684,43.8
776,6684,43.8
777,6684,43.4
778,6684,43.4
779,6684,42.2
780,6684,42.2
781,6684,43.0
782,6684,43.0
783,6684,41.8
784,6684,41.8
785,6684,42.8
786,6684,42.8
787,6684,41.2
788,6684,41.2
789,6684,43.1
790,6684,43.1
791,6684,42.5
792,6684,42.5
793,6684,43.4
794,6684,43.4
795,6684,42.0
796,6684,42.0
797,6684,42.9
798,6684,42.9
799,6684,40.1
800,6684,40.1
801,6684,43.6
802,6684,43.6
803,6684,42.8
804,6684,42.8
805,6684,42.4
806,6684,42.4
807,6684,40.8
808,6684,40.8
809,6684,43.1
810,6684,43.1
811,6684,40.7
812,6684,40.7
813,6684,42.1
814,6684,42.1
815,6684,42.5
816,6684,42.5
817,6684,41.6
818,6684,41.6
819,6684,41.3
820,6684,41.3
821,6684,41.3
822,6684,41.3
823,6684,41.6
824,6684,41.6
825,6684,40.0
826,6684,40.0
827,6684,42.4
828,6684,42.4
829,6684,41.3
830,6684,41.3
831,6684,42.7
832,6684,42.7
833,6684,40.1
834,6684,40.1
835,6684,43.0
836,6684,43.0
837,6684,43.7
838,6684,43.7
839,6684,42.3
840,6684,42.3
841,6684,41.7
842,6684,41.7
843,6684,42.8
844,6684,42.8
845,6684,42.1
846,6684,42.1
847,6684,41.4
848,6684,41.4
849,6684,39.9
850,6684,39.9
851,6684,41.3
852,6684,41.3
853,6684,42.2
854,6684,42.2
855,6684,42.4
856,6684,42.4
857,6684,41.2
858,6684,41.2
859,6684,41.3
860,6684,41.3
861,6684,43.4
862,6684,43.4
863,6684,40.7
864,6684,40.7
865,6684,41.7
866,6684,41.7
867,6684,41.9
868,6684,41.9
869,6684,42.2
870,6684,42.2
871,6684,42.6
872,6684,42.6
873,6684,41.4
874,6684,41.4
875,6684,41.3
876,6684,41.3
877,6684,42.9
878,6684,42.9
879,6684,43.6
880,6684,43.6
881,6684,40.6
882,6684,40.6
883,6684,44.2
884,6684,44.2
885,6684,41.5
886,6684,41.5
887,6684,42.1
888,6684,42.1
889,6684,43.2
890,6684,43.2
891,6684,41.5
892,6684,41.5
893,6684,41.9
894,6684,41.9
895,6684,42.3
896,6684,42.3
897,6684,40.9
898,6684,40.9
899,6684,42.4
900,6684,42.4
901,6684,42.6
902,6684,42.6
903,6684,40.8
904,6684,40.8
905,6684,39.4
906,6684,39.4
907,6684,41.8
908,6684,41.8
909,6684,42.8
910,6684,42.8
911,6684,42.1
912,6684,42.1
913,6684,42.9
914,6684,42.9
915,6684,42.3
916,6684,42.3
917,6684,41.7
918,6684,41.7
919,6684,42.7
920,6684,42.7
921,6684,42.0
922,6684,42.0
923,6684,42.3
924,6684,42.3
925,6684,41.7
926,6684,41.7
927,6684,44.2
928,6684,44.2
929,6684,41.1
930,6684,41.1
931,6684,43.5
932,6684,43.5
933,6684,39.5
934,6684,39.5
935,6684,40.3
936,6684,40.3
937,6684,41.6
938,6684,41.6
939,6684,43.6
940,6684,43.6
941,6684,43.9
942,6684,43.9
943,6684,42.6
944,6684,42.6
945,6684,43.3
946,6684,43.3
947,6684,41.5
948,6684,41.5
949,6684,49.7
900,6684,49.7
953,6684,49.7
954,6685,49.7
955,6685,49.7
956,6685,41.5
957,6685,41.5
958,6685,42.5
959,6685,42.5
960,6685,43.0
961,6685,43.0
962,6685,42.0
963,6685,42.0
964,6685,43.3
965,6685,43.3
966,6685,42.0
967,6685,42.0
968,6685,42.9
969,6685,42.9
970,6685,42.5
971,6685,42.5
972,6685,41.0
973,6685,41.0
974,6685,42.8
975,6685,42.8
976,6685,44.1
977,6685,44.1
978,6685,41.7
979,6685,41.7
980,6685,40.9
981,6685,40.9
982,6685,42.7
983,6685,42.7
984,6685,42.3
985,6685,42.3
986,6685,42.8
987,6685,42.8
988,6685,44.4
989,6685,44.4
990,6685,41.1
991,6685,41.1
992,6685,41.4
993,6685,41.4
994,6685,42.3
995,6685,42.3
996,6685,41.3
997,6685,41.3
998,6685,40.7
999,6685,40.7
1000,6685,42.7
1001,6685,42.7
1002,6685,38.8
1003,6685,38.8
1004,6685,42.8
1005,6685,42.8
1006,6685,47.1
1007,6685,47.1
1008,6685,42.2
1009,6685,42.2
1010,6685,42.6
1011,6685,42.6
1012,6685,43.2
1013,6685,43.2
1014,6685,40.4
1015,6685,40.4
1016,6685,41.5
1017,6685,41.5
1018,6685,41.7
1019,6685,41.7
1020,6685,41.7
1021,6685,41.7
1022,6685,41.9
1023,6685,41.9
1024,6685,42.0
1025,6685,42.0
1026,6685,43.8
1027,6685,43.8
1028,6685,41.3
1029,6685,41.3
1030,6685,41.0
1031,6685,41.0
1032,6685,41.5
1033,6685,41.5
1034,6685,40.2
1035,6685,40.2
1036,6685,41.5
1037,6685,41.5
1038,6685,39.1
1039,6685,39.1
1040,6685,41.7
1041,6685,41.7
1042,6685,41.1
1043,6685,41.1
1044,6685,42.1
1045,6685,42.1
1046,6685,40.7
1047,6685,40.7
1048,6685,41.6
1049,6685,41.6
1050,6685,42.9
1051,6685,42.9
1052,6685,42.0
1053,6685,42.0
1054,6685,41.0
1055,6685,41.0
1056,6685,41.9
1057,6685,41.9
1058,6685,41.7
1059,6685,41.7
1060,6685,42.0
1061,6685,42.0
1062,6685,39.9
1063,6685,39.9
1064,6685,41.7
1065,6685,41.7
1066,6685,42.0
1067,6685,42.0
1068,6685,41.6
1069,6685,41.6
1070,6685,42.5
1071,6685,42.5
1072,6685,39.9
1073,6685,39.9
1074,6685,42.3
1075,6685,42.3
1076,6685,40.3
1077,6685,40.3
1078,6685,42.7
1079,6685,42.7
1080,6685,40.8
1081,6685,40.8
1082,6685,40.4
1083,6685,40.4
1084,6685,41.7
1085,6685,41.7
1086,6685,41.8
1087,6685,41.8
1088,6685,41.1
1089,6685,41.1
1090,6685,41.1
1091,6685,41.1
1092,6685,42.3
1093,6685,42.3
1094,6685,41.2
1095,6685,41.2
1096,6685,41.6
1097,6685,41.6
1098,6685,43.4
1099,6685,43.4
1100,6685,39.7
1101,6685,39.7
1102,6685,41.3
1103,6685,41.3
1104,6685,42.3
1105,6685,42.3
1106,6685,42.1
1107,6685,42.1
1108,6685,44.3
1109,6685,44.3
1110,6685,40.1
1111,6685,40.1
1112,6685,42.4
1113,6685,42.4
1114,6685,38.5
1115,6685,38.5
1116,6685,43.8
1117,6685,43.8
1118,6685,43.6
1119,6685,43.6
1120,6685,43.6
1121,6685,43.6
1122,6685,40.6
1123,6685,40.6
1124,6685,42.9
1125,6685,42.9
1126,6685,41.8
1127,6685,41.8
1128,6685,43.4
1129,6685,43.4
1130,6685,41.6
1131,6685,41.6
1132,6685,42.4
1133,6685,42.4
1134,6685,48.6
1080,6685,48.6
1137,6685,48.6
1138,6686,48.6
1139,6686,48.6
1140,6686,40.9
1141,6686,40.9
1142,6686,41.2
1143,6686,41.2
1144,6686,42.9
1145,6686,42.9
1146,6686,42.1
1147,6686,42.1
1148,6686,42.0
1149,6686,42.0
1150,6686,41.8
1151,6686,41.8
1152,6686,41.1
1153,6686,41.1
1154,6686,41.7
1155,6686,41.7
1156,6686,43.0
1157,6686,43.0
1158,6686,41.5
1159,6686,41.5
1160,6686,40.4
1161,6686,40.4
1162,6686,40.8
1163,6686,40.8
1164,6686,39.0
1165,6686,39.0
1166,6686,39.6
1167,6686,39.6
1168,6686,40.9
1169,6686,40.9
1170,6686,42.0
1171,6686,42.0
1172,6686,41.6
1173,6686,41.6
1174,6686,42.4
1175,6686,42.4
1176,6686,42.3
1177,6686,42.3
1178,6686,38.9
1179,6686,38.9
1180,6686,41.8
1181,6686,41.8
1182,6686,42.7
1183,6686,42.7
1184,6686,40.7
1185,6686,40.7
1186,6686,41.1
1187,6686,41.1
1188,6686,40.6
1189,6686,40.6
1190,6686,42.7
1191,6686,42.7
1192,6686,41.8
1193,6686,41.8
1194,6686,43.0
1195,6686,43.0
1196,6686,42.2
1197,6686,42.2
1198,6686,41.2
1199,6686,41.2
1200,6686,42.7
1201,6686,42.7
1202,6686,41.9
1203,6686,41.9
1204,6686,41.9
1205,6686,41.9
1206,6686,41.8
1207,6686,41.8
1208,6686,39.5
1209,6686,39.5
1210,6686,42.0
1211,6686,42.0
1212,6686,43.0
1213,6686,43.0
1214,6686,41.5
1215,6686,41.5
1216,6686,41.9
1217,6686,41.9
1218,6686,41.7
1219,6686,41.7
1220,6686,40.1
1221,6686,40.1
1222,6686,41.6
1223,6686,41.6
1224,6686,42.9
1225,6686,42.9
1226,6686,41.2
1227,6686,41.2
1228,6686,39.8
1229,6686,39.8
1230,6686,39.8
1231,6686,39.8
1232,6686,43.3
1233,6686,43.3
1234,6686,44.1
1235,6686,44.1
1236,6686,42.5
1237,6686,42.5
1238,6686,41.6
1239,6686,41.6
1240,6686,42.1
1241,6686,42.1
1242,6686,41.0
1243,6686,41.0
1244,6686,42.1
1245,6686,42.1
1246,6686,42.2
1247,6686,42.2
1248,6686,40.6
1249,6686,40.6
1250,6686,42.4
1251,6686,42.4
1252,6686,41.0
1253,6686,41.0
1254,6686,42.8
1255,6686,42.8
1256,6686,38.8
1257,6686,38.8
1258,6686,40.0
1259,6686,40.0
1260,6686,40.9
1261,6686,40.9
1262,6686,39.5
1263,6686,39.5
1264,6686,40.6
1265,6686,40.6
1266,6686,40.4
1267,6686,40.4
1268,6686,40.7
1269,6686,40.7
1270,6686,40.9
1271,6686,40.9
1272,6686,43.0
1273,6686,43.0
1274,6686,41.0
1275,6686,41.0
1276,6686,42.2
1277,6686,42.2
1278,6686,41.0
1279,6686,41.0
1280,6686,40.4
1281,6686,40.4
1282,6686,42.2
1283,6686,42.2
1284,6686,40.7
1285,6686,40.7
1286,6686,39.7
1287,6686,39.7
1288,6686,39.9
1289,6686,39.9
1290,6686,40.9
1291,6686,40.9
1292,6686,42.3
1293,6686,42.3
1294,6686,42.2
1295,6686,42.2
1296,6686,41.6
1297,6686,41.6
1298,6686,43.9
1299,6686,43.9
1300,6686,42.0
1301,6686,42.0
1302,6686,41.1
1303,6686,41.1
1304,6686,43.5
1305,6686,43.5
1306,6686,41.9
1307,6686,41.9
1308,6686,41.7
1309,6686,41.7
1310,6686,42.9
1311,6686,42.9
1312,6686,41.9
1313,6686,41.9
1314,6686,43.1
1315,6686,43.1
1316,6686,41.7
1317,6686,41.7
1318,6686,31.6
1260,6686,31.6
1321,6686,31.6
1322,6687,31.6
1323,6687,31.6
1324,6687,43.3
1325,6687,43.3
1326,6687,41.2
1327,6687,41.2
1328,6687,43.5
1329,6687,43.5
1330,6687,42.9
1331,6687,42.9
1332,6687,43.2
1333,6687,43.2
1334,6687,45.9
1335,6687,45.9
1336,6687,43.5
1337,6687,43.5
1338,6687,44.0
1339,6687,44.0
1340,6687,45.2
1341,6687,45.2
1342,6687,43.4
1343,6687,43.4
1344,6687,41.8
1345,6687,41.8
1346,6687,44.4
1347,6687,44.4
1348,6687,41.5
1349,6687,41.5
1350,6687,43.9
1351,6687,43.9
1352,6687,43.1
1353,6687,43.1
1354,6687,42.2
1355,6687,42.2
1356,6687,42.1
1357,6687,42.1
1358,6687,40.1
1359,6687,40.1
1360,6687,41.9
1361,6687,41.9
1362,6687,41.3
1363,6687,41.3
1364,6687,41.1
1365,6687,41.1
1366,6687,42.4
1367,6687,42.4
1368,6687,41.2
1369,6687,41.2
1370,6687,42.2
1371,6687,42.2
1372,6687,42.5
1373,6687,42.5
1374,6687,42.1
1375,6687,42.1
1376,6687,41.8
1377,6687,41.8
1378,6687,40.8
1379,6687,40.8
1380,6687,44.4
1381,6687,44.4
1382,6687,42.0
1383,6687,42.0
1384,6687,43.1
1385,6687,43.1
1386,6687,42.7
1387,6687,42.7
1388,6687,42.1
1389,6687,42.1
1390,6687,41.3
1391,6687,41.3
1392,6687,41.0
1393,6687,41.0
1394,6687,41.3
1395,6687,41.3
1396,6687,41.4
1397,6687,41.4
1398,6687,40.8
1399,6687,40.8
1400,6687,41.2
1401,6687,41.2
1402,6687,42.1
1403,6687,42.1
1404,6687,41.3
1405,6687,41.3
1406,6687,41.3
1407,6687,41.3
1408,6687,41.7
1409,6687,41.7
1410,6687,41.6
1411,6687,41.6
1412,6687,39.8
1413,6687,39.8
1414,6687,42.2
1415,6687,42.2
1416,6687,42.6
1417,6687,42.6
1418,6687,43.1
1419,6687,43.1
1420,6687,41.8
1421,6687,41.8
1422,6687,40.9
1423,6687,40.9
1424,6687,41.3
1425,6687,41.3
1426,6687,41.5
1427,6687,41.5
1428,6687,42.5
1429,6687,42.5
1430,6687,41.5
1431,6687,41.5
1432,6687,41.8
1433,6687,41.8
1434,6687,42.5
1435,6687,42.5
1436,6687,41.4
1437,6687,41.4
1438,6687,39.5
1439,6687,39.5
1440,6687,39.9
1441,6687,39.9
1442,6687,38.9
1443,6687,38.9
1444,6687,41.6
1445,6687,41.6
1446,6687,41.3
1447,6687,41.3
1448,6687,42.7
1449,6687,42.7
1450,6687,40.6
1451,6687,40.6
1452,6687,42.2
1453,6687,42.2
1454,6687,42.2
1455,6687,42.2
1456,6687,41.2
1457,6687,41.2
1458,6687,40.6
1459,6687,40.6
1460,6687,42.0
1461,6687,42.0
1462,6687,42.5
1463,6687,42.5
1464,6687,40.8
1465,6687,40.8
1466,6687,43.4
1467,6687,43.4
1468,6687,42.1
1469,6687,42.1
1470,6687,39.1
1471,6687,39.1
1472,6687,42.7
1473,6687,42.7
1474,6687,43.1
1475,6687,43.1
1476,6687,40.9
1477,6687,40.9
1478,6687,41.4
1479,6687,41.4
1480,6687,43.2
1481,6687,43.2
1482,6687,42.1
1483,6687,42.1
1484,6687,40.6
1485,6687,40.6
1486,6687,40.6
1487,6687,40.6
1488,6687,43.1
1489,6687,43.1
1490,6687,41.6
1491,6687,41.6
1492,6687,42.5
1493,6687,42.5
1494,6687,41.6
1495,6687,41.6
1496,6687,41.4
1497,6687,41.4
1498,6687,41.9
1499,6687,41.9
1500,6687,40.9
1501,6687,40.9
1502,6687,43.8
1440,6687,43.8
1505,6687,43.8
1506,6688,43.8
1507,6688,43.8
1508,6688,42.5
1509,6688,42.5
1510,6688,40.5
1511,6688,40.5
1512,6688,41.3
1513,6688,41.3
1514,6688,40.2
1515,6688,40.2
1516,6688,41.5
1517,6688,41.5
1518,6688,41.4
1519,6688,41.4
1520,6688,40.1
1521,6688,40.1
1522,6688,41.7
1523,6688,41.7
1524,6688,40.9
1525,6688,40.9
1526,6688,42.5
1527,6688,42.5
1528,6688,40.1
1529,6688,40.1
1530,6688,40.0
1531,6688,40.0
1532,6688,40.4
1533,6688,40.4
1534,6688,42.8
1535,6688,42.8
1536,6688,39.8
