step,epoch,train_loss
320,6681,44.4
321,6681,44.4
322,6681,42.9
323,6681,42.9
324,6681,43.9
327,6681,43.9
328,6681,41.8
329,6681,41.8
330,6681,42.6
331,6681,42.6
332,6681,43.8
333,6681,43.8
334,6681,42.8
335,6681,42.8
336,6681,43.3
337,6681,43.3
338,6681,43.4
339,6681,43.4
340,6681,46.0
341,6681,46.0
342,6681,43.9
343,6681,43.9
344,6681,43.2
345,6681,43.2
346,6681,42.8
349,6681,42.8
350,6681,43.5
351,6681,43.5
352,6681,44.6
353,6681,44.6
354,6681,42.7
355,6681,42.7
356,6681,44.3
357,6681,44.3
358,6681,42.5
359,6681,42.5
360,6681,44.6
361,6681,44.6
362,6681,42.5
363,6681,42.5
364,6681,43.2
365,6681,43.2
366,6681,43.2
367,6681,43.2
368,6681,41.8
371,6681,41.8
372,6681,42.8
373,6681,42.8
374,6681,43.0
375,6681,43.0
376,6681,43.8
377,6681,43.8
378,6681,44.0
379,6681,44.0
380,6681,44.5
381,6681,44.5
382,6681,42.3
383,6681,42.3
384,6681,43.0
385,6681,43.0
386,6681,43.9
387,6681,43.9
388,6681,45.3
389,6681,45.3
390,6681,41.5
393,6681,41.5
394,6681,42.5
395,6681,42.5
396,6681,43.9
397,6681,43.9
398,6681,41.7
399,6681,41.7
400,6681,45.3
401,6681,45.3
402,6681,44.3
403,6681,44.3
404,6681,45.0
405,6681,45.0
406,6681,44.0
407,6681,44.0
408,6681,42.2
409,6681,42.2
410,6681,44.4
411,6681,44.4
412,6681,44.6
415,6681,44.6
416,6681,44.1
417,6681,44.1
418,6681,42.2
419,6681,42.2
420,6681,42.0
421,6681,42.0
422,6681,43.8
423,6681,43.8
424,6681,44.2
425,6681,44.2
426,6681,45.7
427,6681,45.7
428,6681,43.3
429,6681,43.3
430,6681,44.2
431,6681,44.2
432,6681,44.0
433,6681,44.0
434,6681,44.6
360,6681,44.6
440,6681,44.6
441,6682,44.6
442,6682,44.6
443,6682,42.0
444,6682,42.0
445,6682,42.5
446,6682,42.5
447,6682,43.2
448,6682,43.2
449,6682,44.3
450,6682,44.3
451,6682,42.3
452,6682,42.3
453,6682,44.3
454,6682,44.3
455,6682,43.0
456,6682,43.0
457,6682,44.2
458,6682,44.2
459,6682,43.3
460,6682,43.3
461,6682,43.9
464,6682,43.9
465,6682,41.9
466,6682,41.9
467,6682,43.6
468,6682,43.6
469,6682,42.1
470,6682,42.1
471,6682,41.7
472,6682,41.7
473,6682,41.6
474,6682,41.6
475,6682,45.4
476,6682,45.4
477,6682,41.8
478,6682,41.8
479,6682,44.6
480,6682,44.6
481,6682,43.1
482,6682,43.1
483,6682,44.1
487,6682,44.1
488,6682,42.6
489,6682,42.6
490,6682,43.0
491,6682,43.0
492,6682,42.4
493,6682,42.4
494,6682,43.9
495,6682,43.9
496,6682,41.5
497,6682,41.5
498,6682,43.3
499,6682,43.3
500,6682,43.5
501,6682,43.5
502,6682,41.7
503,6682,41.7
504,6682,43.5
505,6682,43.5
506,6682,42.9
509,6682,42.9
510,6682,44.4
511,6682,44.4
512,6682,42.7
513,6682,42.7
514,6682,43.7
515,6682,43.7
516,6682,42.0
517,6682,42.0
518,6682,41.3
519,6682,41.3
520,6682,42.7
521,6682,42.7
522,6682,41.8
523,6682,41.8
524,6682,41.8
525,6682,41.8
526,6682,43.0
527,6682,43.0
528,6682,42.8
531,6682,42.8
532,6682,41.3
533,6682,41.3
534,6682,40.2
535,6682,40.2
536,6682,42.9
537,6682,42.9
538,6682,43.4
539,6682,43.4
540,6682,43.2
541,6682,43.2
542,6682,42.8
543,6682,42.8
544,6682,42.5
545,6682,42.5
546,6682,43.2
547,6682,43.2
548,6682,42.7
549,6682,42.7
550,6682,42.0
553,6682,42.0
554,6682,43.7
555,6682,43.7
556,6682,40.0
557,6682,40.0
558,6682,43.5
559,6682,43.5
560,6682,43.7
561,6682,43.7
562,6682,44.2
563,6682,44.2
564,6682,44.0
565,6682,44.0
566,6682,42.8
567,6682,42.8
568,6682,41.0
569,6682,41.0
570,6682,42.1
571,6682,42.1
572,6682,43.6
575,6682,43.6
576,6682,42.6
577,6682,42.6
578,6682,41.5
579,6682,41.5
580,6682,44.0
581,6682,44.0
582,6682,41.6
583,6682,41.6
584,6682,44.5
585,6682,44.5
586,6682,42.1
587,6682,42.1
588,6682,42.7
589,6682,42.7
590,6682,43.5
591,6682,43.5
592,6682,43.1
593,6682,43.1
594,6682,43.3
597,6682,43.3
598,6682,43.3
599,6682,43.3
600,6682,42.1
601,6682,42.1
602,6682,42.4
603,6682,42.4
604,6682,43.1
605,6682,43.1
606,6682,45.5
607,6682,45.5
608,6682,43.8
609,6682,43.8
610,6682,43.1
611,6682,43.1
612,6682,43.4
613,6682,43.4
614,6682,45.5
615,6682,45.5
616,6682,42.0
619,6682,42.0
620,6682,44.9
621,6682,44.9
622,6682,41.4
623,6682,41.4
624,6682,43.0
625,6682,43.0
626,6682,42.6
627,6682,42.6
628,6682,42.9
629,6682,42.9
630,6682,44.6
631,6682,44.6
632,6682,42.9
633,6682,42.9
634,6682,42.5
635,6682,42.5
636,6682,40.7
637,6682,40.7
638,6682,44.3
540,6682,44.3
644,6682,44.3
645,6683,44.3
646,6683,44.3
647,6683,41.5
648,6683,41.5
649,6683,41.8
650,6683,41.8
651,6683,41.1
652,6683,41.1
653,6683,41.9
654,6683,41.9
655,6683,44.3
656,6683,44.3
657,6683,43.5
658,6683,43.5
659,6683,41.1
660,6683,41.1
661,6683,42.7
662,6683,42.7
663,6683,42.3
664,6683,42.3
665,6683,42.9
668,6683,42.9
669,6683,41.4
670,6683,41.4
671,6683,42.8
672,6683,42.8
673,6683,42.7
674,6683,42.7
675,6683,42.8
676,6683,42.8
677,6683,41.3
678,6683,41.3
679,6683,41.0
680,6683,41.0
681,6683,42.9
682,6683,42.9
683,6683,42.6
684,6683,42.6
685,6683,42.5
686,6683,42.5
687,6683,41.8
690,6683,41.8
691,6683,43.0
692,6683,43.0
693,6683,41.4
694,6683,41.4
695,6683,42.3
696,6683,42.3
697,6683,42.6
698,6683,42.6
699,6683,41.4
700,6683,41.4
701,6683,41.1
702,6683,41.1
703,6683,41.4
704,6683,41.4
705,6683,41.7
706,6683,41.7
707,6683,41.5
708,6683,41.5
709,6683,43.0
713,6683,43.0
714,6683,42.3
715,6683,42.3
716,6683,43.2
717,6683,43.2
718,6683,42.5
719,6683,42.5
720,6683,43.3
721,6683,43.3
722,6683,41.6
723,6683,41.6
724,6683,44.1
725,6683,44.1
726,6683,41.9
727,6683,41.9
728,6683,39.1
729,6683,39.1
730,6683,41.4
731,6683,41.4
732,6683,42.7
735,6683,42.7
736,6683,39.6
737,6683,39.6
738,6683,41.5
739,6683,41.5
740,6683,43.0
741,6683,43.0
742,6683,42.6
743,6683,42.6
744,6683,42.9
745,6683,42.9
746,6683,41.6
747,6683,41.6
748,6683,43.0
749,6683,43.0
750,6683,43.4
751,6683,43.4
752,6683,40.5
753,6683,40.5
754,6683,40.8
757,6683,40.8
758,6683,42.3
759,6683,42.3
760,6683,42.1
761,6683,42.1
762,6683,41.2
763,6683,41.2
764,6683,41.2
765,6683,41.2
766,6683,41.7
767,6683,41.7
768,6683,42.6
769,6683,42.6
770,6683,41.7
771,6683,41.7
772,6683,41.0
773,6683,41.0
774,6683,41.1
775,6683,41.1
776,6683,41.5
779,6683,41.5
780,6683,43.3
781,6683,43.3
782,6683,43.3
783,6683,43.3
784,6683,42.4
785,6683,42.4
786,6683,42.4
787,6683,42.4
788,6683,42.6
789,6683,42.6
790,6683,42.3
791,6683,42.3
792,6683,41.1
793,6683,41.1
794,6683,41.6
795,6683,41.6
796,6683,40.9
797,6683,40.9
798,6683,42.8
801,6683,42.8
802,6683,42.3
803,6683,42.3
804,6683,44.5
805,6683,44.5
806,6683,41.6
807,6683,41.6
808,6683,40.8
809,6683,40.8
810,6683,43.6
811,6683,43.6
812,6683,42.6
813,6683,42.6
814,6683,43.5
815,6683,43.5
816,6683,41.5
817,6683,41.5
818,6683,41.8
819,6683,41.8
820,6683,42.0
823,6683,42.0
824,6683,42.5
825,6683,42.5
826,6683,42.0
827,6683,42.0
828,6683,43.4
829,6683,43.4
830,6683,41.3
831,6683,41.3
832,6683,43.8
833,6683,43.8
834,6683,43.4
835,6683,43.4
836,6683,41.8
837,6683,41.8
838,6683,42.5
839,6683,42.5
840,6683,42.5
841,6683,42.5
842,6683,49.9
720,6683,49.9
848,6683,49.9
849,6684,49.9
850,6684,49.9
851,6684,42.5
852,6684,42.5
853,6684,40.9
854,6684,40.9
855,6684,42.8
856,6684,42.8
857,6684,42.6
858,6684,42.6
859,6684,41.9
860,6684,41.9
861,6684,42.5
862,6684,42.5
863,6684,41.0
864,6684,41.0
865,6684,42.4
866,6684,42.4
867,6684,41.1
868,6684,41.1
869,6684,42.4
872,6684,42.4
873,6684,41.9
874,6684,41.9
875,6684,42.6
876,6684,42.6
877,6684,42.0
878,6684,42.0
879,6684,41.8
880,6684,41.8
881,6684,39.6
882,6684,39.6
883,6684,43.4
884,6684,43.4
885,6684,42.5
886,6684,42.5
887,6684,42.5
888,6684,42.5
889,6684,40.9
890,6684,40.9
891,6684,43.1
894,6684,43.1
895,6684,41.1
896,6684,41.1
897,6684,42.1
898,6684,42.1
899,6684,42.0
900,6684,42.0
901,6684,41.6
902,6684,41.6
903,6684,41.0
904,6684,41.0
905,6684,40.7
906,6684,40.7
907,6684,41.4
908,6684,41.4
909,6684,39.9
910,6684,39.9
911,6684,41.8
912,6684,41.8
913,6684,40.7
916,6684,40.7
917,6684,42.4
918,6684,42.4
919,6684,40.1
920,6684,40.1
921,6684,42.8
922,6684,42.8
923,6684,43.4
924,6684,43.4
925,6684,41.7
926,6684,41.7
927,6684,41.4
928,6684,41.4
929,6684,42.2
930,6684,42.2
931,6684,42.1
932,6684,42.1
933,6684,41.5
934,6684,41.5
935,6684,39.7
939,6684,39.7
940,6684,41.0
941,6684,41.0
942,6684,41.9
943,6684,41.9
944,6684,42.2
945,6684,42.2
946,6684,40.9
947,6684,40.9
948,6684,40.7
949,6684,40.7
950,6684,43.3
951,6684,43.3
952,6684,40.5
953,6684,40.5
954,6684,41.5
955,6684,41.5
956,6684,41.8
957,6684,41.8
958,6684,42.2
961,6684,42.2
962,6684,42.3
963,6684,42.3
964,6684,41.1
965,6684,41.1
966,6684,40.6
967,6684,40.6
968,6684,42.5
969,6684,42.5
970,6684,43.9
971,6684,43.9
972,6684,40.5
973,6684,40.5
974,6684,44.1
975,6684,44.1
976,6684,41.6
977,6684,41.6
978,6684,42.1
979,6684,42.1
980,6684,42.6
983,6684,42.6
984,6684,41.3
985,6684,41.3
986,6684,41.8
987,6684,41.8
988,6684,42.3
989,6684,42.3
990,6684,40.4
991,6684,40.4
992,6684,42.2
993,6684,42.2
994,6684,42.8
995,6684,42.8
996,6684,40.8
997,6684,40.8
998,6684,39.0
999,6684,39.0
1000,6684,41.7
1001,6684,41.7
1002,6684,42.8
1005,6684,42.8
1006,6684,42.1
1007,6684,42.1
1008,6684,42.8
1009,6684,42.8
1010,6684,42.1
1011,6684,42.1
1012,6684,41.9
1013,6684,41.9
1014,6684,43.4
1015,6684,43.4
1016,6684,41.9
1017,6684,41.9
1018,6684,42.1
1019,6684,42.1
1020,6684,41.5
1021,6684,41.5
1022,6684,44.8
1023,6684,44.8
1024,6684,40.9
1027,6684,40.9
1028,6684,43.3
1029,6684,43.3
1030,6684,40.1
1031,6684,40.1
1032,6684,40.6
1033,6684,40.6
1034,6684,42.2
1035,6684,42.2
1036,6684,43.5
1037,6684,43.5
1038,6684,44.1
1039,6684,44.1
1040,6684,42.0
1041,6684,42.0
1042,6684,43.4
1043,6684,43.4
1044,6684,41.7
1045,6684,41.7
1046,6684,51.1
900,6684,51.1
1053,6684,51.1
